['76', 'msn.com/', '182331', '23731794', '7.71', '7.88'] 1486279459.3118453
['77', 'forbes.com/', '176232', '13236134', '7.90', '8.15'] 1486279466.570162
['78', 'slideshare.net/', '174714', '21031524', '7.83', '8.01'] 1486279473.3892734
['79', 'yelp.com/', '174623', '9275561', '7.80', '7.74'] 1486279481.8732667
['80', 'dropbox.com/', '165215', '7159465', '7.74', '7.92'] 1486279491.9269516
['81', 'amazonaws.com/', '162775', '62246485', '7.96', '8.12'] 1486279501.9796615
['82', 'e-recht24.de/', '157792', '533656', '7.80', '6.90'] 1486279509.1079779
['83', 'washingtonpost.com/', '156938', '19343268', '7.60', '8.79'] 1486279517.4020607
['84', 'macromedia.com/', '156435', '8918622', '8.11', '8.12'] 1486279524.8922772
['85', 'ebay.com/', '156237', '81105939', '7.89', '7.67'] 1486279535.0551987
['86', 'addtoany.com/', '155553', '190822895', '7.83', '7.70'] 1486279541.0905411
['87', 'icio.us/', '155054', '59066562', '7.72', '7.83'] 1486279548.7485638
['88', '51.la/', '151877', '41945859', '8.48', '7.59'] 1486279565.277896
['89', 'taobao.com/', '147193', '56831206', '8.22', '7.22'] 1486279603.4901814
['90', 'etsy.com/', '145811', '12882081', '7.64', '7.49'] 1486279610.7089455
['91', 'eventbrite.com/', '144894', '12849754', '7.69', '8.12'] 1486279619.4644516
['92', 'sourceforge.net/', '144091', '40903127', '7.95', '8.24'] 1486279627.6175604
['93', 'free.fr/', '141897', '9629165', '7.55', '7.54'] 1486279633.7695463
['94', 'ameblo.jp/', '140731', '36728584', '7.78', '7.28'] 1486279643.6571245
['95', 'typepad.com/', '138484', '53434215', '7.48', '7.81'] 1486279652.617134
['96', 'bing.com/', '136408', '15167376', '7.75', '7.79'] 1486279657.9912
['97', 'about.com/', '136351', '3113014', '7.43', '7.79'] 1486279665.3155835
['98', 'reuters.com/', '135481', '25634136', '7.63', '7.95'] 1486279670.3915963
['99', 'telegraph.co.uk/', '134391', '6958489', '7.51', '7.78'] 1486279682.3392751
['100', 'fc2.com/', '133349', '170950475', '7.59', '7.22'] 1486279688.4022346
['101', 'aol.com/', '132018', '25330157', '7.60', '8.77'] 1486279700.4945
['102', 'constantcontact.com/', '131708', '27425527', '7.74', '8.13'] 1486279709.3053322
['103', 'google.co.uk/', '131298', '28580470', '7.84', '8.08'] 1486279715.300429
['104', 'archive.org/', '131105', '21408943', '7.75', '8.05'] 1486279724.6283486
['105', 'usatoday.com/', '128204', '8631033', '7.55', '8.08'] 1486279734.1377907
['106', 'cpanel.net/', '127931', '491158', '8.21', '8.08'] 1486279741.8163092
['107', 'yahoo.co.jp/', '127227', '84090497', '7.72', '7.41'] 1486279752.978545
['108', 'livejournal.com/', '126593', '33661554', '7.30', '7.39'] 1486279760.8950777
['109', 'amazon.de/', '126472', '33296601', '7.70', '7.36'] 1486279767.967942
['110', 'xing.com/', '125962', '26857630', '7.81', '7.34'] 1486279773.7783568
['111', 'dailymail.co.uk/', '125940', '5976523', '7.47', '7.71'] 1486279786.8119755
['112', 'cpanel.com/', '123494', '498454', '8.11', '8.00'] 1486279792.4533014
['113', 'domainactive.co/', '121729', '380151', '8.08', '6.96'] 1486279799.7588325
['114', 'bbb.org/', '120997', '31199090', '8.16', '8.01'] 1486279806.9328706
['115', 'eepurl.com/', '120892', '28474947', '7.76', '7.96'] 1486279812.2985518
['116', 'joomla.org/', '120514', '21334874', '7.91', '7.56'] 1486279820.0470443
['117', 'amazon.co.uk/', '120500', '24995912', '7.62', '7.67'] 1486279827.07499
['118', '1und1.de/', '119907', '1438904', '7.62', '6.53'] 1486279834.142239
['119', 'time.com/', '119104', '5952348', '7.52', '7.90'] 1486279843.3912423
['120', 'mail.ru/', '118725', '51890289', '7.75', '7.14'] 1486279850.7708378
['121', 'hostnet.nl/', '117252', '622976', '8.17', '6.11'] 1486279860.9204488
['122', 'hatena.ne.jp/', '116780', '83391714', '7.76', '7.45'] 1486279872.307548
['123', 'cdc.gov/', '115767', '5437514', '7.56', '8.31'] 1486279881.6971886
['124', 'fabulous.com/', '115107', '502796', '8.12', '7.01'] 1486279889.9035516
['125', 'latimes.com/', '114103', '11431415', '7.48', '8.76'] 1486279898.4854493
['126', 'domainname.ru/', '114061', '369324', '7.75', '6.93'] 1486279908.2972624
['127', 'delicious.com/', '113878', '29064140', '7.38', '7.58'] 1486279913.5097387
['128', 'elegantthemes.com/', '113378', '5563198', '7.75', '7.53'] 1486279919.6082537
['129', 'harvard.edu/', '112225', '11667562', '7.51', '8.78'] 1486279927.6326795
['130', 'webs.com/', '112084', '5562417', '7.40', '7.48'] 1486279934.6381402
['131', 'npr.org/', '111939', '16754461', '7.51', '8.01'] 1486279940.8027942
['132', 'wikimedia.org/', '111892', '6822026', '7.45', '7.68'] 1486279946.5210238
['133', 'bloomberg.com/', '111845', '61149283', '7.52', '8.76'] 1486279952.0944674
['134', 'dailymotion.com/', '111353', '16980408', '7.47', '7.62'] 1486279957.170939
['135', 'live.com/', '110246', '25773689', '7.61', '7.65'] 1486279963.6257904
['136', 'surveymonkey.com/', '109961', '11027294', '7.63', '8.17'] 1486279972.8713892
['137', 'guardian.co.uk/', '109788', '7669294', '7.37', '8.75'] 1486279980.7868793
['138', 'networksolutions.com/', '109620', '1512305', '7.79', '7.60'] 1486279990.3398006
['139', '163.com/', '109245', '40134837', '8.10', '7.15'] 1486280032.1307366
['140', 'name.com/', '109195', '1197996', '8.06', '7.41'] 1486280040.2494032
['141', 'google.fr/', '108615', '10488704', '7.84', '7.53'] 1486280046.124463
['142', 'apache.org/', '107917', '21768659', '7.97', '8.78'] 1486280051.988829
['143', 'wixsite.com/', '107880', '2759513', '7.14', '7.32'] 1486280058.983106
['144', 'homestead.com/', '106850', '1345580', '7.85', '7.62'] 1486280066.396626
['145', 'ovh.com/', '106355', '1774067', '7.38', '6.77'] 1486280076.0201824
['146', 'bandcamp.com/', '104916', '10948105', '7.49', '7.45'] 1486280084.2233572
['147', 'mit.edu/', '104827', '47633829', '7.49', '8.77'] 1486280089.7688518
['148', 'gnu.org/', '103418', '33597424', '7.84', '8.78'] 1486280095.9458117
['149', 'one.com/', '102926', '701110', '7.72', '6.27'] 1486280102.6868806
['150', 'tripadvisor.com/', '102303', '13289213', '7.67', '7.78'] 1486280109.8055718
['151', 'amazon.co.jp/', '101360', '109577083', '7.73', '7.32'] 1486280119.0068326
['152', 'stanford.edu/', '99982', '25072708', '7.53', '8.78'] 1486280125.9852643
['153', 'list-manage.com/', '99671', '13852887', '7.64', '7.91'] 1486280131.480977
['154', 'blogspot.co.uk/', '99621', '8039734', '7.37', '7.50'] 1486280137.6564822
['155', 'wired.com/', '99426', '7558818', '7.49', '8.75'] 1486280148.0338185
['156', 'geocities.com/', '97211', '6366478', '7.21', '7.57'] 1486280153.4641078
['157', 'amzn.to/', '97173', '22039295', '7.47', '7.50'] 1486280160.8837366
['158', 'disqus.com/', '96352', '80308095', '7.70', '7.95'] 1486280167.3969927
['159', 'opera.com/', '95538', '8426788', '7.71', '7.64'] 1486280173.3131404
['160', 'namejet.com/', '95390', '2065089', '7.96', '7.41'] 1486280180.8475149
['161', 'google.es/', '95095', '7285044', '7.68', '7.33'] 1486280186.7415528
['162', 'doubleclick.net/', '94575', '136295231', '7.46', '7.55'] 1486280194.3476298
['163', 'nasa.gov/', '94553', '8518235', '7.43', '8.78'] 1486280206.5763094
['164', 'kickstarter.com/', '94184', '3290386', '7.38', '7.49'] 1486280214.686433
['165', 'rambler.ru/', '94037', '55754128', '7.69', '7.01'] 1486280225.0902545
['166', 'hover.com/', '93914', '8190658', '7.22', '6.76'] 1486280233.9504738
['167', 'cnet.com/', '93422', '6416192', '7.57', '7.81'] 1486280241.176709
['168', 'trustpilot.com/', '92120', '7820405', '7.31', '6.97'] 1486280248.1271873
['169', 'behance.net/', '92052', '8762815', '7.57', '7.31'] 1486280253.9386737
['170', 'photobucket.com/', '91970', '14681031', '7.31', '7.32'] 1486280262.41613
['171', 'scribd.com/', '91750', '7338546', '7.29', '7.71'] 1486280270.5390105
['172', 'businessinsider.com/', '90878', '6859241', '7.53', '7.83'] 1486280278.0321426
['173', 'ca.gov/', '89238', '7785757', '7.52', '8.80'] 1486280288.2154756
['174', 'googleusercontent.com/', '88586', '14040439', '7.35', '7.43'] 1486280293.8686748
['175', 'google.it/', '88195', '15868691', '7.65', '7.26'] 1486280300.1407065
['176', 'sohu.com/', '87892', '54309298', '7.91', '7.06'] 1486280306.547741
['177', 'ted.com/', '87764', '2699548', '7.30', '7.68'] 1486280311.8535144
['178', 'tripod.com/', '87690', '3517847', '7.15', '7.56'] 1486280317.0813384
['179', 'imgur.com/', '87393', '91669098', '7.36', '7.42'] 1486280324.2174673
['180', 'google.ca/', '86948', '18388259', '7.60', '7.60'] 1486280330.0679762
['181', 'domainname.de/', '86324', '887211', '8.08', '7.32'] 1486280335.901294
['182', 'bbc.com/', '86191', '21229783', '7.43', '7.74'] 1486280343.563886
['183', 'deviantart.com/', '86084', '6382538', '7.31', '7.29'] 1486280353.1045449
['184', 'hibu.com/', '85658', '3218931', '7.83', '6.76'] 1486280363.1431968
['185', 'independent.co.uk/', '85053', '4550848', '7.30', '7.61'] 1486280372.296102
['186', 'pbs.org/', '84505', '6482986', '7.26', '8.76'] 1486280380.4470348
['187', 'barnesandnoble.com/', '84491', '8024123', '7.42', '8.75'] 1486280389.4351575
['188', 'un.org/', '83243', '11942094', '7.50', '8.82'] 1486280397.1643324
['189', 'adition.com/', '82444', '33603146', '7.48', '6.94'] 1486280405.016316
['190', 'rakuten.co.jp/', '82348', '114899088', '7.53', '7.12'] 1486280435.492378
['191', 'detik.com/', '81900', '576387', '8.02', '6.26'] 1486280449.400713
['192', 'wiley.com/', '81825', '10493240', '7.71', '8.03'] 1486280456.8482869
['193', 'mijndomein.nl/', '81820', '1419091', '7.78', '5.70'] 1486280463.1713486
['194', 'mashable.com/', '81601', '4636672', '7.50', '7.68'] 1486280470.627403
['195', 'cbsnews.com/', '81277', '6956512', '7.35', '7.84'] 1486280479.3249438
['196', 'github.io/', '80961', '6818766', '7.76', '8.10'] 1486280485.5209153
['197', 'who.int/', '80935', '6639697', '7.45', '8.78'] 1486280492.9756722
['198', 'goodreads.com/', '80888', '20685761', '7.25', '7.42'] 1486280500.8607566
['199', 'ibm.com/', '80364', '16283979', '7.59', '8.78'] 1486280510.9345145
['200', 'nationalgeographic.com/', '79967', '3082073', '7.28', '8.76'] 1486280518.373318
['201', 'berkeley.edu/', '79913', '4466916', '7.31', '8.76'] 1486280526.4037158
['202', 'medium.com/', '79911', '4307729', '7.46', '7.79'] 1486280533.4390273
['203', 'whitehouse.gov/', '79294', '10281550', '7.49', '8.86'] 1486280539.8145733
['204', 'afternic.com/', '78975', '401524', '8.07', '7.80'] 1486280549.8310523
['205', 'loopia.se/', '78346', '445473', '7.60', '6.38'] 1486280559.362244
['206', 'technorati.com/', '78128', '30558667', '7.19', '7.30'] 1486280566.8072832
['207', 'away.ru/', '78113', '2960601', '7.35', '5.62'] 1486280576.6355278
['208', 'homes.ru/', '78103', '4965303', '7.35', '5.62'] 1486280585.5051653
['209', 'foxnews.com/', '78071', '11489816', '7.23', '7.76'] 1486280594.8700175
['210', 'salenames.ru/', '78044', '245930', '7.31', '5.65'] 1486280602.6820855
['211', 'promopages.ru/', '78001', '244460', '7.25', '5.54'] 1486280609.7975528
['212', 'spotify.com/', '77345', '37402956', '7.47', '7.46'] 1486280616.7488525
['213', 'ifeng.com/', '76463', '13825311', '7.99', '7.04'] 1486280636.58305
['214', 'mapquest.com/', '76363', '4447462', '7.50', '7.76'] 1486280643.4239626
['215', 'histats.com/', '76201', '21316258', '7.67', '7.15'] 1486280650.0849378
['216', 'theatlantic.com/', '75231', '13697907', '7.30', '7.78'] 1486280657.2364078
['217', 'usda.gov/', '74727', '6053170', '7.39', '8.81'] 1486280663.9347548
['218', 'bestfwdservice.com/', '74722', '283423', '8.06', '7.64'] 1486280670.6488192
['219', 'loopia.com/', '74668', '1165579', '7.59', '6.40'] 1486280679.9159539
['220', 'visma.com/', '74594', '595026', '7.57', '6.45'] 1486280688.0410209
['221', 'techcrunch.com/', '74207', '5048164', '7.46', '7.63'] 1486280697.575391
['222', 'blogspot.com.es/', '73315', '15136319', '7.28', '7.05'] 1486280703.0943568
['223', 'engadget.com/', '73177', '25265991', '7.53', '7.42'] 1486280714.0698414
['224', 'cornell.edu/', '73043', '4784545', '7.77', '8.78'] 1486280723.6587803
['225', '1and1.fr/', '72825', '524364', '7.83', '6.41'] 1486280730.611629
['226', 'epa.gov/', '72782', '9133132', '7.37', '8.80'] 1486280738.0137024
['227', 'php.net/', '72409', '50427568', '7.68', '8.74'] 1486280744.5303748
['228', 'nature.com/', '72348', '4503797', '7.30', '7.82'] 1486280750.8145673
['229', 'squarespace.com/', '72210', '2894745', '7.50', '7.69'] 1486280759.2984047
['230', 'themeforest.net/', '71764', '7891524', '7.63', '7.25'] 1486280767.198183
['231', 'jiathis.com/', '71609', '65468642', '8.13', '6.99'] 1486280780.9793446
['232', 'umblr.com/', '71532', '157940715', '7.74', '7.76'] 1486280789.74282
['233', 'vkontakte.ru/', '71514', '16873676', '7.29', '7.12'] 1486280796.4228551
['234', 'buzzfeed.com/', '71493', '2294711', '7.28', '7.59'] 1486280803.5250347
['235', 'noaa.gov/', '71478', '39264360', '7.38', '8.80'] 1486280812.618314
['236', 'sakura.ne.jp/', '71207', '11183595', '7.34', '7.11'] 1486280825.960601
['237', 'a8.net/', '70446', '15694042', '7.64', '7.24'] 1486280838.6786861
['238', 'sogou.com/', '69693', '27633061', '7.71', '6.61'] 1486280851.56411
['239', 'gravatar.com/', '69069', '7753336', '7.33', '7.46'] 1486280858.067594
['240', 'ft.com/', '68648', '5308806', '7.31', '8.75'] 1486280864.9520926
['241', 'cbc.ca/', '68543', '5210529', '7.19', '7.59'] 1486280873.6452067
['242', 'sciencedirect.com/', '68411', '4771889', '7.34', '7.87'] 1486280880.7590969
['243', '1and1.com/', '67947', '769586', '7.69', '7.26'] 1486280890.0433671
['244', 'baiyewang.com/', '67783', '13277550', '7.61', '4.27'] 1486280899.732026
['245', 'altervista.org/', '66881', '4697938', '7.10', '6.98'] 1486280906.1589851
['246', 'blogspot.ca/', '66545', '4821178', '7.10', '7.29'] 1486280911.877155
['247', 'meetup.com/', '65865', '4618848', '7.45', '7.67'] 1486280919.5172768
['248', 'home.pl/', '65770', '1907970', '8.02', '6.83'] 1486280928.6417048
['249', 'blogspot.de/', '65732', '6777577', '7.19', '7.17'] 1486280934.3933883
['250', 'bizjournals.com/', '65684', '3507992', '7.38', '7.81'] 1486280942.9029503
['251', 'change.org/', '65581', '2012185', '7.18', '7.42'] 1486280953.1307356
['252', 'ning.com/', '65512', '21653526', '7.11', '7.47'] 1486280963.0122607
['253', '100ye.com/', '65428', '44930891', '7.59', '5.03'] 1486280970.058231
['254', 'nps.gov/', '65410', '2446559', '7.23', '7.98'] 1486280976.7093728
['255', 'ow.ly/', '65328', '6253795', '7.24', '7.61'] 1486280983.811045
['256', 'wufoo.com/', '65283', '7211665', '7.60', '7.79'] 1486280992.3673017
['257', 'webmd.com/', '64919', '1294117', '7.21', '7.54'] 1486281001.1136203
['258', 'loc.gov/', '64869', '6797903', '7.37', '8.78'] 1486281008.2980092
['259', 'about.me/', '64209', '2818941', '7.32', '7.27'] 1486281017.0730543
['260', 'economist.com/', '63934', '3660929', '7.22', '8.75'] 1486281023.5767734
['261', 'springer.com/', '63856', '5735253', '7.40', '7.94'] 1486281030.8969202
['262', 'sfgate.com/', '63808', '2667687', '7.17', '7.64'] 1486281040.91247
['263', 'google.com.au/', '63482', '2840587', '7.51', '7.32'] 1486281046.8991475
['264', 'acquirethisname.com/', '63446', '188011', '7.78', '7.49'] 1486281054.3791082
['265', 'myshopify.com/', '63158', '12105695', '7.63', '7.66'] 1486281061.3064406
['266', 'usnews.com/', '62960', '4283803', '7.28', '7.74'] 1486281068.4442575
['267', 'hp.com/', '62666', '9447324', '7.46', '7.75'] 1486281077.773965
['268', 'foursquare.com/', '62384', '14352023', '7.33', '7.55'] 1486281084.935342
['269', 'bola.net/', '61907', '539517', '7.92', '5.09'] 1486281113.0289161
['270', 'spiegel.de/', '61605', '7271706', '7.20', '7.33'] 1486281120.7089407
['271', 'cbslocal.com/', '61242', '5239730', '7.26', '7.75'] 1486281130.3246806
['272', 'prnewswire.com/', '61241', '5054976', '7.45', '7.86'] 1486281139.8256822
['273', 'phpbb.com/', '60792', '67686412', '7.58', '7.35'] 1486281148.1743608
['274', 'xinhuanet.com/', '60688', '20275611', '8.01', '7.33'] 1486281162.1886604
['275', 'chicagotribune.com/', '60568', '4461965', '7.16', '7.67'] 1486281169.8193893
['276', 'fda.gov/', '60210', '2794834', '7.38', '8.00'] 1486281175.407479
['277', 'google.nl/', '60197', '2632153', '7.57', '7.15'] 1486281181.1990569
['278', 'blogspot.fr/', '59766', '5980637', '7.11', '7.17'] 1486281186.918962
['279', 'businessweek.com/', '59746', '2763045', '7.19', '7.60'] 1486281237.895809
['280', 'clickbank.net/', '59663', '5497552', '7.40', '6.87'] 1486281243.305328
['281', 'skype.com/', '59483', '4203577', '7.37', '7.41'] 1486281250.3005092
['282', 'abc.net.au/', '59221', '5454319', '7.12', '7.52'] 1486281257.4176724
['283', 'marriott.com/', '59062', '12474420', '7.42', '7.89'] 1486281267.5669334
['284', 'cloudfront.net/', '58982', '31558712', '7.60', '7.99'] 1486281272.8180213
['285', 'slate.com/', '58824', '4598596', '7.25', '7.67'] 1486281280.2834065
['286', 'wikia.com/', '58684', '3658858', '7.20', '7.35'] 1486281288.1394491
['287', 'bigcartel.com/', '58309', '5565352', '7.38', '7.26'] 1486281293.6900117
['288', 'naver.com/', '58260', '26823481', '7.65', '7.17'] 1486281303.7620933
['289', 'newyorker.com/', '58089', '4460821', '7.24', '7.66'] 1486281311.893099
['290', 'nydailynews.com/', '58072', '2957194', '7.14', '7.55'] 1486281320.530901
['291', 'nifty.com/', '58000', '5045688', '7.13', '7.06'] 1486281332.6168122
['292', 'umich.edu/', '57887', '4694482', '7.24', '8.76'] 1486281341.7455645
['293', 'ustream.tv/', '57523', '4602423', '7.24', '7.59'] 1486281349.9190388
['294', 'list-manage1.com/', '57087', '5091132', '7.22', '7.64'] 1486281355.3962798
['295', 'uk2.net/', '57066', '1051900', '7.31', '6.51'] 1486281364.567947
['296', 'ed.gov/', '57013', '22039053', '7.32', '8.82'] 1486281374.7680767
['297', 'house.gov/', '57012', '5882576', '7.28', '8.81'] 1486281380.7970762
['298', 'irs.gov/', '56898', '1952669', '7.39', '8.08'] 1486281388.7260182
['299', 'wp.me/', '56754', '7163995', '7.24', '7.36'] 1486281395.0332448
['300', 'geocities.jp/', '56688', '4761453', '7.11', '6.93'] 1486281405.4924004
['301', 'state.gov/', '56601', '2319504', '7.31', '8.80'] 1486281417.140003
['302', 'rs6.net/', '56479', '4759558', '7.21', '7.73'] 1486281422.7088113
['303', 'ocn.ne.jp/', '56258', '4384079', '7.18', '7.03'] 1486281428.3969288
['304', 'people.com.cn/', '56026', '14748060', '7.94', '7.12'] 1486281446.0645928
['305', 'phoca.cz/', '56003', '1756955', '7.47', '7.20'] 1486281452.944667
['306', 'weather.com/', '55932', '5922542', '7.23', '7.70'] 1486281458.8539393
['307', 'cnbc.com/', '55910', '2962350', '7.37', '7.72'] 1486281470.0858774
['308', 'nbcnews.com/', '55687', '4675224', '7.26', '7.73'] 1486281481.469643
['309', 'yale.edu/', '55559', '3026194', '7.17', '8.75'] 1486281488.0902739
['310', 'dreamhost.com/', '55522', '1679321', '7.90', '7.64'] 1486281496.202077
['311', 'beian.gov.cn/', '55418', '32499893', '8.02', '6.95'] 1486281512.68934
['312', 'line.me/', '54867', '21134969', '7.49', '7.09'] 1486281517.7251744
['313', 'booking.com/', '54772', '40337966', '7.44', '7.25'] 1486281522.7643714
['314', 'columbia.edu/', '54541', '3038769', '7.22', '8.76'] 1486281529.8749294
['315', 'gizmodo.com/', '54418', '5937844', '7.19', '7.46'] 1486281537.67023
['316', 'hostgator.com/', '54287', '1813796', '7.76', '6.87'] 1486281544.5174189
['317', 'linksynergy.com/', '54102', '27114476', '7.27', '7.27'] 1486281625.5323982
['318', 'livedoor.jp/', '53734', '66852258', '7.21', '6.88'] 1486281634.4365237
['319', 'enable-javascript.com/', '53505', '12666945', '7.83', '7.89'] 1486281640.2420661
['320', 'fb.me/', '53404', '7445061', '7.26', '7.48'] 1486281646.1426494
['321', 'dribbble.com/', '53359', '6086905', '7.45', '7.16'] 1486281652.8207822
['322', 'unesco.org/', '53309', '6196491', '7.21', '7.85'] 1486281659.610364
['323', 'shopify.com/', '53306', '24455227', '7.53', '7.53'] 1486281666.2970517
['324', 'domainnameshop.com/', '53254', '167859', '7.61', '6.34'] 1486281673.5868545
['325', 'wunderground.com/', '52939', '8575005', '7.28', '7.56'] 1486281681.4985473
['326', 'storify.com/', '52824', '2681206', '7.18', '7.72'] 1486281693.1510835
['327', 'hilton.com/', '52681', '3796935', '7.30', '7.81'] 1486281702.1246953
['328', 'netcraft.com/', '52429', '258579', '7.36', '7.04'] 1486281708.1989396
['329', 'upenn.edu/', '52302', '3607634', '7.14', '8.75'] 1486281715.1950614
['330', 'debian.org/', '52262', '7000984', '7.70', '8.75'] 1486281720.6815042
